"CBCL,CBCL_AB_T"
"CBCL,CBCL_AD_T"
"CBCL,CBCL_AP_T"
"CBCL,CBCL_Ext_T"
"CBCL,CBCL_Int_T"
"CBCL,CBCL_RBB_T"
"CBCL,CBCL_SC_T"
"CBCL,CBCL_SP_T"
"CBCL,CBCL_TP_T"
"CBCL,CBCL_Total_T"
"CBCL,CBCL_WD_T"
"RBS,RBS_Total"
"SRS,SRS_AWR_T"
"SRS,SRS_COG_T"
"SRS,SRS_COM_T"
"SRS,SRS_DSMRRB_T"
"SRS,SRS_MOT_T"
"SRS,SRS_RRB_T"
"SRS,SRS_SCI_T"
"SRS,SRS_Total_T"
"WISC,WISC_BD_Scaled"
"WISC,WISC_Coding_Scaled"
"WISC,WISC_DS_Scaled"
"WISC,WISC_FRI_Percentile"
"WISC,WISC_FSIQ_Percentile"
"WISC,WISC_FW_Scaled"
"WISC,WISC_MR_Scaled"
"WISC,WISC_PSI_Percentile"
"WISC,WISC_PS_Scaled"
"WISC,WISC_SS_Scaled"
"WISC,WISC_Similarities_Scaled"
"WISC,WISC_VCI_Percentile"
"WISC,WISC_VP_Scaled"
"WISC,WISC_VSI"
"WISC,WISC_VSI_Percentile"
"WISC,WISC_Vocab_Scaled"
"WISC,WISC_WMI_Percentile"
