timepoint,mean_asd,std_asd,mean_tdc,std_tdc,is_top_asd,is_top_tdc
116,7.498506e-06,6.4879384e-07,7.513794e-06,1.0967763e-06,False,False
117,7.675933e-06,9.4594446e-07,7.5309863e-06,8.6381385e-07,True,False
118,7.39031e-06,7.7768897e-07,7.605272e-06,9.5023006e-07,False,False
119,7.23857e-06,3.9870184e-07,7.512424e-06,8.9196584e-07,False,False
120,7.612963e-06,9.86772e-07,7.739091e-06,5.085465e-07,False,True
121,7.413147e-06,6.5360433e-07,7.4044665e-06,5.442818e-07,False,False
122,7.600132e-06,6.777884e-07,7.618445e-06,6.541487e-07,False,False
123,7.4837417e-06,7.583364e-07,7.2764824e-06,1.1190643e-06,False,False
124,7.682065e-06,6.604132e-07,7.8361145e-06,9.171971e-07,True,True
125,7.539021e-06,4.0418712e-07,7.736226e-06,1.1533326e-06,False,True
126,7.5057847e-06,6.8446053e-07,7.694401e-06,7.116791e-07,False,True
127,7.5256858e-06,9.36524e-07,7.6261954e-06,7.3587523e-07,False,False
128,7.956366e-06,2.0683349e-07,7.5117714e-06,1.0409317e-06,True,False
129,7.3036817e-06,6.896554e-07,7.53386e-06,6.231039e-07,False,False
130,7.2344164e-06,4.5836518e-07,7.63455e-06,1.0567692e-06,False,False
131,7.291123e-06,5.6589124e-07,7.142304e-06,9.1087014e-07,False,False
132,7.38277e-06,3.5950123e-07,7.446974e-06,4.9609565e-07,False,False
133,7.6274655e-06,6.152572e-07,7.2168286e-06,1.0439483e-06,False,False
134,7.4818845e-06,5.3956677e-07,7.444293e-06,1.0146767e-06,False,False
135,7.3935867e-06,4.9012436e-07,7.2331277e-06,1.052683e-06,False,False
136,7.646211e-06,4.8534105e-07,7.4484874e-06,1.0558558e-06,True,False
137,7.46585e-06,4.239361e-07,7.4441355e-06,6.061015e-07,False,False
138,7.5384696e-06,5.7760434e-07,7.412224e-06,9.844398e-07,False,False
139,7.471595e-06,6.154816e-07,7.2686753e-06,6.957738e-07,False,False
140,6.9887965e-06,3.9291007e-07,7.3229116e-06,7.243381e-07,False,False
141,7.5789794e-06,7.55405e-07,7.30624e-06,6.741698e-07,False,False
142,7.069347e-06,9.2250883e-07,7.4733935e-06,1.1343284e-06,False,False
143,7.23989e-06,5.0386484e-07,7.5013836e-06,6.170803e-07,False,False
144,7.4306345e-06,6.0425157e-07,7.351944e-06,9.665519e-07,False,False
145,7.2510134e-06,4.2280288e-07,7.5517564e-06,1.1147998e-06,False,False
146,7.5855364e-06,8.5278424e-07,7.4296963e-06,8.693189e-07,False,False
147,7.5882044e-06,7.492765e-07,7.3757847e-06,9.4759815e-07,False,False
148,7.92726e-06,6.8281736e-07,7.637363e-06,1.0189599e-06,True,True
149,7.533387e-06,8.0161817e-07,7.317148e-06,7.773468e-07,False,False
150,7.2692164e-06,6.039186e-07,7.531652e-06,8.485386e-07,False,False
151,7.5961943e-06,1.0322557e-06,7.4940885e-06,8.5151265e-07,False,False
152,7.297304e-06,8.4912114e-07,7.5210746e-06,7.12208e-07,False,False
153,7.945583e-06,7.784522e-07,7.2391713e-06,9.0065146e-07,True,False
154,7.5745797e-06,7.5672676e-07,7.571968e-06,5.337549e-07,False,False
155,7.3325295e-06,7.863327e-07,7.624511e-06,6.9597354e-07,False,False
156,7.4792856e-06,7.420726e-07,7.388325e-06,6.069663e-07,False,False
157,7.3626106e-06,6.9867264e-07,7.231448e-06,4.3629558e-07,False,False
158,7.685646e-06,7.154111e-07,7.1190525e-06,4.7794555e-07,True,False
159,7.876567e-06,4.6556568e-07,7.465495e-06,8.8836657e-07,True,False
160,7.603389e-06,8.6160946e-07,7.5217067e-06,1.0239502e-06,False,False
161,7.700416e-06,4.0129297e-07,7.237531e-06,7.296545e-07,True,False
162,7.587657e-06,3.471515e-07,6.8847266e-06,4.9483464e-07,False,False
163,7.4315008e-06,2.7149687e-07,7.6333e-06,6.627694e-07,False,False
164,7.910838e-06,5.142536e-07,7.2689318e-06,9.023299e-07,True,False
165,7.5088637e-06,3.3845933e-07,6.9563966e-06,8.071722e-07,False,False
166,7.295426e-06,4.7900363e-07,7.4596755e-06,6.211399e-07,False,False
167,7.602055e-06,6.895198e-07,6.9594435e-06,8.03075e-07,False,False
168,7.184915e-06,3.479217e-07,7.5951816e-06,3.94168e-07,False,False
169,7.740016e-06,5.326472e-07,7.0845517e-06,8.715308e-07,True,False
170,7.660285e-06,5.3292734e-07,7.683239e-06,9.367836e-07,True,True
171,7.5093885e-06,2.5062224e-07,7.463609e-06,1.0257655e-06,False,False
172,7.517318e-06,4.904266e-07,7.4553814e-06,6.510193e-07,False,False
173,7.694072e-06,8.152643e-07,7.241511e-06,8.095782e-07,True,False
174,7.413284e-06,7.237448e-07,7.788157e-06,7.392012e-07,False,True
175,7.5909993e-06,7.530678e-07,7.5299367e-06,9.991843e-07,False,False
176,7.6485685e-06,6.640801e-07,7.592315e-06,8.8091195e-07,True,False
177,7.5877674e-06,5.9895484e-07,7.647685e-06,7.169255e-07,False,True
178,7.537278e-06,6.574601e-07,7.578001e-06,8.353972e-07,False,False
179,7.3512865e-06,6.5161333e-07,7.9448755e-06,7.84489e-07,False,True
180,7.0758992e-06,2.2855338e-07,7.875041e-06,6.238882e-07,False,True
181,7.756127e-06,3.686783e-07,7.387007e-06,1.0131808e-06,True,False
182,7.746893e-06,7.0590545e-07,7.768351e-06,9.4348917e-07,True,True
183,7.7602335e-06,5.8038177e-07,7.473579e-06,9.214401e-07,True,False
184,7.26139e-06,3.0611412e-07,7.664232e-06,5.097877e-07,False,True
185,7.643776e-06,6.523928e-07,7.9107285e-06,1.1241583e-06,True,True
186,7.2697267e-06,4.673385e-07,7.545538e-06,3.1999684e-07,False,False
187,7.1697423e-06,7.1933135e-07,7.828923e-06,1.1443979e-06,False,True
188,7.403092e-06,4.7398208e-07,7.2466523e-06,7.4061523e-07,False,False
189,7.3542506e-06,4.7082088e-07,7.4363516e-06,9.4211066e-07,False,False
190,7.2634894e-06,3.5601064e-07,7.376458e-06,4.3170166e-07,False,False
191,7.355588e-06,2.9120235e-07,7.70185e-06,9.0766866e-07,False,True
192,7.2295943e-06,5.3643527e-07,7.4850514e-06,5.542675e-07,False,False
193,7.3817523e-06,7.1195643e-07,7.161525e-06,7.2089813e-07,False,False
194,7.1504473e-06,9.405809e-07,7.278303e-06,7.3006373e-07,False,False
195,7.5841067e-06,1.2483177e-07,7.667515e-06,9.132548e-07,False,True
196,7.7500445e-06,6.137211e-07,7.737926e-06,7.0964273e-07,True,True
197,7.3069095e-06,5.55056e-07,7.1978443e-06,5.776317e-07,False,False
198,7.365574e-06,4.3680254e-07,7.3588844e-06,7.843411e-07,False,False
199,7.878696e-06,7.9520197e-07,7.4327972e-06,5.5705266e-07,True,False
200,7.322378e-06,8.0617826e-07,7.663467e-06,1.2199829e-06,False,True
