timepoint,mean_asd,std_asd,mean_tdc,std_tdc,is_top_asd,is_top_tdc
342,7.589328e-06,3.9844912e-07,6.781034e-06,9.823679e-07,True,False
343,7.1306085e-06,7.8402417e-07,7.2032126e-06,1.1239698e-06,False,False
344,7.143078e-06,6.9755583e-07,7.2270586e-06,1.0271467e-06,False,True
345,7.082004e-06,5.00055e-07,7.131103e-06,9.3909233e-07,False,False
346,6.7519272e-06,5.8964633e-07,7.2080593e-06,1.0370343e-06,False,True
347,6.994451e-06,5.951218e-07,6.9647344e-06,1.2947113e-06,False,False
348,7.138218e-06,3.7936988e-07,7.0968104e-06,1.2028921e-06,False,False
349,7.148347e-06,3.2062025e-07,7.034762e-06,4.4486856e-07,False,False
350,7.276684e-06,8.0210947e-07,7.017071e-06,7.842941e-07,False,False
351,7.0756896e-06,5.5891456e-07,7.19778e-06,8.055983e-07,False,False
352,6.828657e-06,4.97075e-07,6.9595167e-06,5.258196e-07,False,False
353,6.9922817e-06,8.521378e-07,6.7937485e-06,7.7179385e-07,False,False
354,7.0907263e-06,8.9363795e-07,7.067596e-06,7.928172e-07,False,False
355,6.963487e-06,6.675967e-07,6.8262934e-06,6.282099e-07,False,False
356,6.6791063e-06,5.653437e-07,7.382615e-06,1.211439e-06,False,True
357,7.1200534e-06,4.4716748e-07,7.167278e-06,9.327252e-07,False,False
358,7.1261557e-06,3.435959e-07,6.796311e-06,8.4695057e-07,False,False
359,7.2776083e-06,5.249417e-07,6.831366e-06,1.0637075e-06,False,False
360,7.1979093e-06,6.59342e-07,7.1142117e-06,1.0742096e-06,False,False
361,7.2822704e-06,4.1575413e-07,6.9481075e-06,8.374082e-07,False,False
362,7.675404e-06,6.0572415e-07,6.982262e-06,8.3120466e-07,True,False
363,7.5668167e-06,3.8544349e-07,6.868241e-06,9.866048e-07,True,False
364,7.3726587e-06,3.6518844e-07,7.3628858e-06,5.8767387e-07,False,True
365,7.4186855e-06,3.7361934e-07,7.289441e-06,8.2511195e-07,False,True
366,7.2166376e-06,4.5376385e-07,6.8404506e-06,7.472093e-07,False,False
367,7.770613e-06,6.2572e-07,7.0831156e-06,6.786208e-07,True,False
368,7.238102e-06,6.5872587e-07,6.644072e-06,8.1634965e-07,False,False
369,7.3313445e-06,5.694537e-07,6.984329e-06,7.3939935e-07,False,False
370,7.191007e-06,5.041523e-07,6.6808343e-06,5.966261e-07,False,False
371,7.4347663e-06,6.884133e-07,7.2442263e-06,6.8202314e-07,True,True
372,7.0026013e-06,7.9860644e-07,7.1106165e-06,5.7266453e-07,False,False
373,7.035971e-06,4.8718914e-07,6.8460513e-06,3.2528413e-07,False,False
374,7.2688854e-06,5.5424107e-07,6.9024245e-06,6.979556e-07,False,False
375,7.3050746e-06,8.1567015e-07,6.831735e-06,5.9379977e-07,False,False
376,7.1171876e-06,5.8035516e-07,7.0572924e-06,8.643453e-07,False,False
377,7.0778456e-06,5.5693306e-07,6.659692e-06,8.1279904e-07,False,False
378,7.725757e-06,5.8703506e-07,6.5843233e-06,8.3810215e-07,True,False
379,7.109723e-06,8.914714e-07,6.8402514e-06,8.822279e-07,False,False
380,7.3110846e-06,6.8852626e-07,7.268548e-06,4.63268e-07,False,True
381,7.1802997e-06,5.868515e-07,7.132129e-06,8.0416015e-07,False,False
382,7.2702496e-06,5.6955304e-07,7.2832495e-06,5.531627e-07,False,True
383,7.52068e-06,7.8262394e-07,7.078962e-06,6.330024e-07,True,False
384,7.470974e-06,4.432409e-07,7.1597797e-06,6.735567e-07,True,False
385,7.456053e-06,5.9206866e-07,7.1432733e-06,6.945749e-07,True,False
386,7.244728e-06,4.5288814e-07,7.4046466e-06,7.390919e-07,False,True
387,6.944879e-06,5.5299057e-07,7.147187e-06,6.8012554e-07,False,False
388,7.0085525e-06,6.638212e-07,7.3350093e-06,5.650592e-07,False,True
389,7.0854267e-06,6.281575e-07,7.0428932e-06,5.915394e-07,False,False
390,7.1913137e-06,7.227459e-07,7.3886376e-06,8.262746e-07,False,True
391,7.444493e-06,1.988984e-07,7.0512738e-06,7.582453e-07,True,False
392,7.309135e-06,2.3151614e-07,7.176727e-06,8.413742e-07,False,False
393,7.2616044e-06,2.695872e-07,7.315968e-06,6.876391e-07,False,True
394,6.9082525e-06,4.1684183e-07,7.192562e-06,8.798489e-07,False,False
395,7.4434574e-06,3.5628813e-07,6.9880684e-06,4.9176737e-07,True,False
396,7.0697597e-06,1.9690115e-07,7.026688e-06,8.7899355e-07,False,False
397,7.3537244e-06,5.2115433e-07,7.2359094e-06,1.0640872e-06,False,True
398,6.9245043e-06,1.3549763e-07,6.9939438e-06,9.650178e-07,False,False
399,7.448734e-06,9.50121e-07,7.3815727e-06,1.01619e-06,True,True
400,7.3255933e-06,3.9988177e-07,6.9528833e-06,5.4623433e-07,False,False
401,7.0259507e-06,5.6802315e-07,7.0677465e-06,2.998264e-07,False,False
402,7.138026e-06,5.292289e-07,7.114443e-06,8.818187e-07,False,False
403,7.2297307e-06,8.167969e-07,6.989393e-06,5.5048827e-07,False,False
404,6.995844e-06,5.9444693e-07,7.1862873e-06,6.7655947e-07,False,False
405,7.350637e-06,8.631246e-07,6.8908803e-06,5.9787413e-07,False,False
406,7.237729e-06,8.3280713e-07,7.030285e-06,5.738721e-07,False,False
407,7.192847e-06,3.6511253e-07,7.2571493e-06,8.674831e-07,False,True
408,6.8305826e-06,6.83343e-07,7.4074924e-06,7.722008e-07,False,True
409,7.1131044e-06,2.4174082e-07,7.241074e-06,7.217588e-07,False,True
410,7.0674564e-06,7.2191324e-07,7.325467e-06,8.0700215e-07,False,True
411,7.424981e-06,1.1422279e-06,7.004478e-06,7.211114e-07,False,False
412,7.43845e-06,4.6481819e-07,7.166616e-06,6.086499e-07,True,False
413,7.411676e-06,8.6020725e-07,7.034495e-06,5.9321707e-07,False,False
414,6.7564033e-06,1.6759509e-07,7.31045e-06,1.0630621e-06,False,True
415,7.3844167e-06,4.599893e-07,7.330932e-06,9.696658e-07,False,True
416,7.1000177e-06,5.7035487e-07,7.03732e-06,4.6869354e-07,False,False
417,7.075919e-06,4.4577874e-07,6.9773428e-06,8.148873e-07,False,False
418,7.352691e-06,3.8049475e-07,6.9737566e-06,3.8344336e-07,False,False
419,7.1022705e-06,3.202495e-07,7.0808064e-06,6.6581885e-07,False,False
420,7.119823e-06,3.8523152e-07,7.3221663e-06,8.6682394e-07,False,True
421,7.323108e-06,4.0432374e-07,6.880147e-06,1.0721693e-06,False,False
422,6.842488e-06,1.736431e-07,6.917288e-06,1.0515415e-06,False,False
423,7.063622e-06,6.926299e-07,6.7905685e-06,6.8198625e-07,False,False
424,7.0236797e-06,4.9881953e-07,7.059834e-06,8.3216975e-07,False,False
425,7.07421e-06,6.595814e-07,6.948244e-06,8.456152e-07,False,False
426,6.9796674e-06,6.1831497e-07,7.2335324e-06,1.0677437e-06,False,True
427,7.49745e-06,6.978489e-07,7.0968044e-06,8.9723017e-07,True,False
428,7.1667446e-06,2.3378088e-07,6.887237e-06,9.5177523e-07,False,False
429,7.3258852e-06,6.962653e-07,7.4913014e-06,1.1196666e-06,False,True
430,7.2733696e-06,5.5327865e-07,7.1363806e-06,9.79655e-07,False,False
431,6.788142e-06,3.472637e-07,6.898549e-06,7.7477216e-07,False,False
432,7.2967814e-06,9.5327607e-07,6.867171e-06,6.197824e-07,False,False
433,7.323773e-06,3.0305992e-07,7.087023e-06,9.865606e-07,False,False
434,7.0604024e-06,3.9688032e-07,6.7504707e-06,9.140811e-07,False,False
435,7.0604174e-06,4.7287585e-07,6.6814e-06,6.255532e-07,False,False
436,7.2559865e-06,6.1479415e-07,7.1807576e-06,7.92677e-07,False,False
437,7.535109e-06,3.8558608e-07,6.8481254e-06,7.170142e-07,True,False
438,7.0309666e-06,3.9156737e-07,6.642667e-06,6.989406e-07,False,False
439,7.383683e-06,3.5593928e-07,6.903903e-06,4.288957e-07,False,False
440,7.358479e-06,5.666418e-07,7.073687e-06,7.6746755e-07,False,False
441,7.22383e-06,2.3271849e-07,7.2901144e-06,8.04533e-07,False,True
442,7.3657548e-06,4.5097084e-07,6.7961287e-06,6.909828e-07,False,False
443,7.459182e-06,4.613557e-07,7.0096953e-06,6.181886e-07,True,False
444,7.1714667e-06,2.7098648e-07,7.10453e-06,9.014231e-07,False,False
445,7.070669e-06,3.5335765e-07,6.8936242e-06,5.9601166e-07,False,False
446,7.0306646e-06,4.662893e-07,6.9944062e-06,9.1403183e-07,False,False
447,7.16054e-06,2.7281976e-07,7.017713e-06,9.841243e-07,False,False
448,7.307624e-06,4.4729197e-07,6.8252857e-06,9.3133684e-07,False,False
449,7.318739e-06,3.5572322e-07,7.017333e-06,8.8705985e-07,False,False
450,6.850975e-06,2.1568519e-07,6.768296e-06,9.662923e-07,False,False
451,7.06532e-06,5.9485734e-07,7.1378868e-06,7.738593e-07,False,False
452,7.2625107e-06,5.371734e-07,7.2359426e-06,6.7313584e-07,False,True
453,7.1719687e-06,3.333051e-07,6.931489e-06,9.1600754e-07,False,False
454,7.2457565e-06,6.791402e-07,7.0122273e-06,8.293792e-07,False,False
455,7.344518e-06,6.4441366e-07,7.2581656e-06,8.298552e-07,False,True
456,7.209688e-06,3.028416e-07,6.9961548e-06,4.8029045e-07,False,False
457,7.3132805e-06,4.5433717e-07,6.9599387e-06,6.635926e-07,False,False
458,7.360064e-06,3.3790494e-07,7.3483416e-06,6.688949e-07,False,True
459,7.5309845e-06,1.5904766e-07,7.265803e-06,7.55743e-07,True,True
460,7.113487e-06,5.6128283e-07,6.6975126e-06,7.8357675e-07,False,False
461,7.369255e-06,2.9610513e-07,7.137734e-06,8.6499745e-07,False,False
462,7.1832387e-06,7.3442146e-07,7.284606e-06,1.0016272e-06,False,True
463,7.0938804e-06,1.3910966e-07,7.399184e-06,8.1812163e-07,False,True
464,7.4953596e-06,4.7456214e-07,7.0206734e-06,9.3983505e-07,True,False
465,7.3516603e-06,4.4230026e-07,6.88276e-06,7.43581e-07,False,False
466,7.42348e-06,4.6038406e-07,7.130026e-06,8.85632e-07,False,False
467,7.2169823e-06,5.3008574e-07,7.215768e-06,6.946904e-07,False,True
468,7.0849055e-06,2.6479776e-07,7.177895e-06,4.7996065e-07,False,False
469,7.3189294e-06,5.292608e-07,6.7305255e-06,9.411283e-07,False,False
470,7.34257e-06,4.3698336e-07,7.3871206e-06,9.380761e-07,False,True
471,7.0023207e-06,2.585893e-07,7.033729e-06,6.7754075e-07,False,False
472,7.661419e-06,5.120677e-07,7.2719085e-06,8.062265e-07,True,True
473,7.486312e-06,3.5657322e-07,6.9845933e-06,8.557078e-07,True,False
474,7.4528425e-06,4.2447093e-07,6.9481866e-06,9.833769e-07,True,False
475,7.3893634e-06,8.339248e-07,6.9191565e-06,6.152063e-07,False,False
476,7.1621484e-06,4.0333637e-07,7.1663426e-06,7.399742e-07,False,False
477,7.073754e-06,3.4638168e-07,7.074018e-06,6.136994e-07,False,False
478,7.0860724e-06,4.0897797e-07,7.0153524e-06,9.092745e-07,False,False
479,7.376907e-06,5.271528e-07,7.00142e-06,8.5385517e-07,False,False
480,7.2951348e-06,3.1459777e-07,7.1585405e-06,8.330028e-07,False,False
481,7.2117155e-06,2.7997103e-07,7.11572e-06,5.5982105e-07,False,False
482,7.0772503e-06,7.939751e-07,7.03682e-06,9.693484e-07,False,False
483,7.325673e-06,6.1860624e-07,6.6754533e-06,1.0857901e-06,False,False
484,6.9877033e-06,6.0165047e-07,6.7634987e-06,5.8889987e-07,False,False
485,7.009524e-06,7.105766e-07,6.9781345e-06,9.729471e-07,False,False
486,7.413265e-06,4.802041e-07,6.7073465e-06,8.5050044e-07,False,False
487,7.0557116e-06,4.9579853e-07,7.2643916e-06,9.4331216e-07,False,True
488,7.0430992e-06,6.003181e-07,7.248789e-06,7.3729e-07,False,True
489,7.1205563e-06,3.277159e-07,6.8064196e-06,9.0220226e-07,False,False
490,7.183141e-06,4.8500704e-07,6.920823e-06,6.342427e-07,False,False
491,7.087703e-06,5.486612e-07,7.1843665e-06,9.549254e-07,False,False
492,7.233575e-06,4.5469525e-07,6.781672e-06,7.247396e-07,False,False
493,7.637658e-06,5.106041e-07,7.1735462e-06,6.7373617e-07,True,False
494,7.4505238e-06,5.096865e-07,7.2375797e-06,8.523786e-07,True,True
495,7.766752e-06,3.4579872e-07,7.1183663e-06,5.673645e-07,True,False
496,7.201152e-06,8.689961e-08,6.782006e-06,4.973607e-07,False,False
497,7.5673697e-06,2.3199242e-07,6.8425447e-06,9.052668e-07,True,False
498,7.4010604e-06,2.4963023e-07,6.670832e-06,6.0513116e-07,False,False
499,7.3955416e-06,4.3719098e-07,7.1406294e-06,8.3772005e-07,False,False
500,7.1196855e-06,2.9529147e-07,7.00369e-06,4.2009228e-07,False,False
501,7.3591464e-06,7.24704e-07,7.169589e-06,6.9170204e-07,False,False
502,7.344388e-06,5.5023634e-07,6.937439e-06,7.971752e-07,False,False
503,7.5142757e-06,6.2148456e-07,6.9000625e-06,8.5041137e-07,True,False
504,7.03135e-06,4.409436e-07,6.6660737e-06,9.80563e-07,False,False
505,7.3949586e-06,2.818128e-07,7.1397853e-06,9.853848e-07,False,False
506,7.389777e-06,2.0595209e-07,7.0628826e-06,1.1093929e-06,False,False
507,7.252237e-06,7.854368e-07,7.1317627e-06,6.8284845e-07,False,False
508,7.2669063e-06,4.94362e-07,7.087685e-06,9.611894e-07,False,False
509,7.426429e-06,5.314068e-07,7.2402827e-06,1.0359332e-06,True,True
510,7.0925425e-06,4.8002147e-07,7.221577e-06,1.1411163e-06,False,True
511,7.429603e-06,3.3339907e-07,6.9934804e-06,7.3753864e-07,True,False
512,7.1517993e-06,7.580197e-07,6.780602e-06,7.141827e-07,False,False
513,7.439647e-06,4.1730627e-07,7.0265187e-06,7.6062014e-07,True,False
514,7.31343e-06,5.5510617e-07,7.148849e-06,8.9229377e-07,False,False
515,7.434206e-06,5.091502e-07,7.0633396e-06,8.2338846e-07,True,False
516,7.5433845e-06,3.713551e-07,6.901726e-06,8.743903e-07,True,False
517,7.405518e-06,2.810922e-07,7.107341e-06,9.510792e-07,False,False
518,7.6026454e-06,3.75928e-07,6.981782e-06,5.514679e-07,True,False
519,7.1210366e-06,5.5944975e-07,6.9443863e-06,8.8462684e-07,False,False
520,6.80039e-06,3.732946e-07,7.093023e-06,7.611952e-07,False,False
521,7.1965987e-06,4.1998e-07,6.6284497e-06,7.9656047e-07,False,False
522,7.220106e-06,3.3256717e-07,6.833242e-06,7.0188497e-07,False,False
523,7.253531e-06,5.97331e-07,6.7576475e-06,6.0439e-07,False,False
524,7.174413e-06,5.672485e-07,6.8480613e-06,8.7580844e-07,False,False
525,7.1217705e-06,2.8080498e-07,6.562658e-06,8.645462e-07,False,False
526,7.3465912e-06,5.815296e-07,6.927844e-06,9.490991e-07,False,False
527,7.2570065e-06,4.1802576e-07,7.0408823e-06,7.278445e-07,False,False
528,7.185813e-06,6.629767e-07,6.9903836e-06,7.2051216e-07,False,False
529,7.1402233e-06,2.1386366e-07,7.2025564e-06,9.213158e-07,False,False
530,7.4963923e-06,7.3020817e-07,7.368058e-06,1.1263045e-06,True,True
531,7.1690097e-06,7.403003e-07,7.026283e-06,6.300839e-07,False,False
532,7.3082783e-06,5.4135825e-07,6.8866893e-06,8.061299e-07,False,False
533,7.317424e-06,5.287101e-07,7.3466827e-06,8.8076877e-07,False,True
534,7.2885873e-06,2.3017233e-07,7.031904e-06,1.0104454e-06,False,False
535,7.4357476e-06,8.054006e-07,7.142833e-06,8.8940226e-07,True,False
536,7.07392e-06,3.9878506e-07,7.4087766e-06,9.619918e-07,False,True
537,7.283078e-06,8.639468e-07,7.2668613e-06,1.1414662e-06,False,True
538,7.336507e-06,7.1665943e-07,6.894935e-06,1.0898398e-06,False,False
539,7.2848825e-06,7.914703e-07,7.0017095e-06,9.2148014e-07,False,False
540,7.3774454e-06,5.1625426e-07,7.0305664e-06,5.629099e-07,False,False
541,7.2872253e-06,5.6995975e-07,7.2976895e-06,7.1739254e-07,False,True
542,7.486599e-06,5.377351e-07,7.0118185e-06,9.884841e-07,True,False
543,7.3573037e-06,6.615457e-07,7.232512e-06,6.969848e-07,False,True
544,7.586711e-06,6.47593e-07,7.2844064e-06,8.057341e-07,True,True
545,7.4289796e-06,4.0156135e-07,6.984358e-06,1.0014217e-06,True,False
546,7.2104294e-06,1.835691e-07,6.7440515e-06,9.345049e-07,False,False
547,7.214454e-06,3.3165168e-07,6.9916887e-06,9.4109106e-07,False,False
548,7.1289896e-06,5.435133e-07,7.0198316e-06,1.2695958e-06,False,False
549,7.3882e-06,4.813926e-07,7.2573034e-06,6.247019e-07,False,True
550,7.226909e-06,5.335406e-07,7.2335606e-06,9.944989e-07,False,True
551,7.29747e-06,4.487571e-07,6.7942324e-06,9.882074e-07,False,False
552,7.068661e-06,1.8941915e-07,6.8274544e-06,7.311691e-07,False,False
553,7.378226e-06,7.059717e-07,6.9859548e-06,8.2762483e-07,False,False
554,7.173045e-06,2.2747415e-07,7.2112407e-06,9.367824e-07,False,True
555,7.387315e-06,2.8536104e-07,7.150472e-06,8.642536e-07,False,False
556,7.255534e-06,4.8303144e-07,7.4042227e-06,6.237568e-07,False,True
557,7.43711e-06,5.2380443e-07,7.058735e-06,9.835546e-07,True,False
558,7.4049894e-06,4.2338482e-07,7.344929e-06,9.4108344e-07,False,True
559,7.087588e-06,4.802305e-07,7.2400567e-06,7.963969e-07,False,True
560,7.140724e-06,3.8509037e-07,7.0976557e-06,6.718048e-07,False,False
561,7.4300974e-06,6.7227853e-07,7.333547e-06,8.6146616e-07,True,True
562,7.4441036e-06,6.0689695e-07,7.123147e-06,7.0559247e-07,True,False
563,7.035184e-06,2.9374434e-07,7.143335e-06,7.5998054e-07,False,False
564,7.0284004e-06,3.967927e-07,7.1009504e-06,7.618436e-07,False,False
565,7.4531163e-06,3.2210968e-07,7.332556e-06,8.9627827e-07,True,True
566,7.2895577e-06,3.7720375e-07,7.2814555e-06,5.547716e-07,False,True
567,7.136879e-06,5.829943e-07,7.560363e-06,4.586284e-07,False,True
568,7.733901e-06,5.606179e-07,6.967258e-06,8.6425285e-07,True,False
569,6.9621287e-06,6.436157e-07,7.1825634e-06,1.0291087e-06,False,False
570,7.2795237e-06,4.3695215e-07,7.2250564e-06,8.59391e-07,False,True
571,7.0860747e-06,3.0200823e-07,7.4077907e-06,9.719623e-07,False,True
572,7.367142e-06,2.8193767e-07,6.998279e-06,9.431865e-07,False,False
573,7.3299498e-06,3.6282847e-07,6.9280386e-06,1.1251406e-06,False,False
574,7.1931913e-06,1.8009924e-07,7.003051e-06,6.979025e-07,False,False
575,7.23812e-06,3.6919232e-07,7.044615e-06,9.417044e-07,False,False
576,6.979871e-06,5.258586e-07,7.3721167e-06,6.686591e-07,False,True
577,7.118956e-06,3.2419365e-07,7.119602e-06,6.314263e-07,False,False
578,7.477901e-06,5.9947683e-07,6.785832e-06,7.16787e-07,True,False
579,6.787965e-06,5.6024714e-07,6.7854444e-06,7.8075004e-07,False,False
580,7.435853e-06,2.9865245e-07,6.6981092e-06,7.6864313e-07,True,False
581,7.534247e-06,8.6772945e-07,6.931879e-06,8.291803e-07,True,False
582,7.559426e-06,5.7359534e-07,6.914299e-06,8.0630184e-07,True,False
583,7.5097887e-06,5.534672e-07,7.01123e-06,1.0777087e-06,True,False
584,7.234515e-06,8.097392e-07,6.7604183e-06,8.400652e-07,False,False
585,7.1502145e-06,5.0358284e-07,7.0388496e-06,7.0524084e-07,False,False
586,7.5781913e-06,7.0132154e-07,6.985682e-06,9.525292e-07,True,False
587,7.5086186e-06,5.202178e-07,7.2146554e-06,8.691445e-07,True,True
588,7.5638336e-06,6.615134e-07,7.1109885e-06,1.3083821e-06,True,False
589,7.1918557e-06,3.579582e-07,6.9684916e-06,6.896668e-07,False,False
590,7.539572e-06,3.433603e-07,6.907109e-06,9.419318e-07,True,False
591,7.2920056e-06,3.9995334e-07,7.3416995e-06,7.520579e-07,False,True
592,7.1343266e-06,3.981073e-07,6.90409e-06,9.4975195e-07,False,False
593,7.441754e-06,3.0690717e-07,6.9576317e-06,1.0450714e-06,True,False
594,7.677557e-06,2.5785022e-07,6.814755e-06,9.0430086e-07,True,False
595,7.201123e-06,3.6549568e-07,6.7882165e-06,8.104888e-07,False,False
596,6.6919056e-06,2.5986634e-07,6.273255e-06,5.046788e-07,False,False
597,6.212221e-06,3.2943186e-07,5.821722e-06,5.6664567e-07,False,False
598,5.555862e-06,3.970201e-07,5.351763e-06,2.2066135e-07,False,False
599,4.803064e-06,4.0134242e-07,4.816614e-06,4.17041e-07,False,False
