timepoint,mean_asd,std_asd,mean_tdc,std_tdc,p_raw,p_fdr,is_topdiff
24,7.202384e-06,4.3872657e-07,7.4868744e-06,9.094609e-07,0.5885459787828804,0.9985914152274632,False
25,7.564527e-06,3.820764e-07,7.673188e-06,8.1859474e-07,0.815941254625812,0.9985914152274632,False
26,7.924548e-06,5.220927e-07,7.791718e-06,8.661572e-07,0.7994345895283188,0.9985914152274632,False
27,7.7034365e-06,7.678723e-07,7.0812894e-06,1.1691319e-06,0.3996521722307125,0.9985914152274632,False
28,7.202428e-06,1.9548298e-07,7.4252885e-06,8.969932e-07,0.6403320633682914,0.9985914152274632,False
29,7.496812e-06,5.5503716e-07,7.5215285e-06,1.136467e-06,0.9697806228124239,0.9985914152274632,False
30,7.2028038e-06,6.1183147e-07,7.907812e-06,6.9259715e-07,0.16558053716945564,0.9985914152274632,True
31,7.3380784e-06,5.1607566e-07,7.5084986e-06,4.820354e-07,0.6422723287821696,0.9985914152274632,False
32,7.4708987e-06,3.9879052e-07,7.622856e-06,7.106479e-07,0.7188736822360289,0.9985914152274632,False
33,7.29311e-06,5.050901e-07,7.4998825e-06,8.35545e-07,0.6830415741271096,0.9985914152274632,False
34,7.3106617e-06,4.5808832e-07,7.4181503e-06,7.1105876e-07,0.8057844561590679,0.9985914152274632,False
35,7.3434107e-06,4.279112e-07,7.279211e-06,1.0291088e-06,0.911121441590158,0.9985914152274632,False
36,7.5220496e-06,5.0842414e-07,7.5751987e-06,8.046198e-07,0.9138267918028371,0.9985914152274632,False
37,7.5112025e-06,4.6218116e-07,7.786826e-06,6.320827e-07,0.5014127042420675,0.9985914152274632,False
38,6.8825175e-06,5.0757234e-07,7.369895e-06,7.867527e-07,0.3282676399333971,0.9985914152274632,False
39,7.5410658e-06,3.7158463e-07,7.705458e-06,6.5176346e-07,0.6728080116447037,0.9985914152274632,False
40,7.3503224e-06,4.217452e-07,7.4574323e-06,8.572405e-07,0.8282012327850615,0.9985914152274632,False
41,7.333787e-06,3.1374336e-07,7.627315e-06,1.0512448e-06,0.6071197063739269,0.9985914152274632,False
42,7.540224e-06,4.4037878e-07,7.4975396e-06,8.614323e-07,0.9318554496151035,0.9985914152274632,False
43,7.3772426e-06,5.892812e-07,7.348296e-06,7.8660105e-07,0.9544740078703899,0.9985914152274632,False
44,7.5671473e-06,4.2623978e-07,7.203522e-06,7.102648e-07,0.4055621526551614,0.9985914152274632,False
45,7.679481e-06,4.2116886e-07,7.2909693e-06,7.931187e-07,0.4120828049060752,0.9985914152274632,False
46,7.540334e-06,4.4325557e-07,7.268871e-06,8.326754e-07,0.5807382296981968,0.9985914152274632,False
47,7.743412e-06,6.016e-07,7.4079517e-06,6.1403534e-07,0.4575787999498139,0.9985914152274632,False
48,7.2283774e-06,2.802969e-07,7.687413e-06,6.569248e-07,0.23460899925384585,0.9985914152274632,True
49,7.301506e-06,4.831447e-07,7.44537e-06,5.2380335e-07,0.696957457620091,0.9985914152274632,False
50,7.5591515e-06,8.905147e-07,7.244179e-06,9.3552757e-07,0.6388294479757974,0.9985914152274632,False
51,7.472059e-06,4.5044425e-07,7.3704696e-06,6.584494e-07,0.8053945557555249,0.9985914152274632,False
52,7.267862e-06,3.898124e-07,7.661018e-06,8.553843e-07,0.42716037997904177,0.9985914152274632,False
53,7.4895484e-06,6.0225955e-07,7.047501e-06,8.6824645e-07,0.42705991098963103,0.9985914152274632,False
54,7.785587e-06,6.316743e-07,7.497651e-06,8.0965094e-07,0.590303773544006,0.9985914152274632,False
55,7.525929e-06,6.855491e-07,7.645114e-06,8.81386e-07,0.8362951169421216,0.9985914152274632,False
56,7.4965565e-06,6.155976e-07,7.3178426e-06,7.581703e-07,0.7238650766419756,0.9985914152274632,False
57,7.665442e-06,5.957601e-07,7.375454e-06,8.6360654e-07,0.59550579428724,0.9985914152274632,False
58,7.636998e-06,4.4924494e-07,7.895303e-06,9.686853e-07,0.6414843551028685,0.9985914152274632,False
59,7.536313e-06,4.396192e-07,7.30247e-06,1.0176695e-06,0.6842176597543295,0.9985914152274632,False
60,7.425886e-06,8.2001105e-07,7.5232247e-06,6.7693145e-07,0.8592869809639835,0.9985914152274632,False
61,7.3912574e-06,2.135291e-07,7.2760895e-06,7.0069456e-07,0.761224694247419,0.9985914152274632,False
62,7.693965e-06,5.515614e-07,7.679887e-06,7.733809e-07,0.9770797167250853,0.9985914152274632,False
63,7.5865114e-06,2.634106e-07,7.845395e-06,1.0245759e-06,0.6376730627165765,0.9985914152274632,False
64,7.78854e-06,7.723116e-07,7.1564705e-06,6.6314436e-07,0.24946527114968062,0.9985914152274632,True
65,7.772776e-06,6.518031e-07,7.433994e-06,4.5337472e-07,0.4182641061531359,0.9985914152274632,False
66,7.4539726e-06,6.245164e-07,7.5846738e-06,6.191153e-07,0.7738443846965142,0.9985914152274632,False
67,7.353262e-06,1.5101632e-07,7.355954e-06,9.89698e-07,0.9958406834803357,0.9985914152274632,False
68,7.4864647e-06,6.187572e-07,7.4847767e-06,4.7069915e-07,0.9966415342506745,0.9985914152274632,False
69,7.482977e-06,6.192561e-07,7.1963645e-06,9.993827e-07,0.6389379685630757,0.9985914152274632,False
70,7.6638025e-06,4.0152472e-07,7.475578e-06,9.45191e-07,0.7234432623592054,0.9985914152274632,False
71,7.720631e-06,4.6240285e-07,7.716986e-06,1.241353e-06,0.9957435459983908,0.9985914152274632,False
72,7.646566e-06,7.6242617e-07,7.5312855e-06,5.0819756e-07,0.8076717205897952,0.9985914152274632,False
73,7.5077646e-06,4.1213764e-07,7.271109e-06,6.1489055e-07,0.5404313461290062,0.9985914152274632,False
74,7.3416245e-06,5.3462554e-07,7.4844756e-06,8.859624e-07,0.7894684547431554,0.9985914152274632,False
75,7.5089238e-06,5.306508e-07,7.5827834e-06,7.634533e-07,0.8777017790036996,0.9985914152274632,False
76,7.5791513e-06,5.0553064e-07,7.396263e-06,9.2689237e-07,0.7379413128379966,0.9985914152274632,False
77,7.4752593e-06,5.2631907e-07,7.3996316e-06,7.2187595e-07,0.8697571567479463,0.9985914152274632,False
78,7.451662e-06,4.2535058e-07,7.4003365e-06,8.5243715e-07,0.9168463001066917,0.9985914152274632,False
79,7.693763e-06,7.265308e-07,7.3687697e-06,5.6382413e-07,0.4997676960250699,0.9985914152274632,False
80,7.2943426e-06,2.665462e-07,7.2291577e-06,5.539951e-07,0.8373646750303385,0.9985914152274632,False
81,7.465812e-06,6.115474e-07,7.610726e-06,8.2637655e-07,0.7851606427470732,0.9985914152274632,False
82,7.602563e-06,8.66655e-07,7.739899e-06,1.1164225e-06,0.8507506388821926,0.9985914152274632,False
83,7.749053e-06,4.1925406e-07,7.17668e-06,7.4304734e-07,0.2165097429670953,0.9985914152274632,True
84,7.571569e-06,4.6874786e-07,7.274357e-06,9.3811076e-07,0.5863844869142092,0.9985914152274632,False
85,7.4593177e-06,6.0418694e-07,7.268404e-06,8.2733106e-07,0.7190444080241398,0.9985914152274632,False
86,7.673225e-06,7.5639696e-07,7.384276e-06,9.957328e-07,0.6562807543808142,0.9985914152274632,False
87,7.280967e-06,5.520339e-07,7.4066606e-06,1.2293112e-06,0.8566586120604702,0.9985914152274632,False
88,7.611294e-06,8.5797285e-07,7.301821e-06,8.3894236e-07,0.6199431893945675,0.9985914152274632,False
89,7.171472e-06,4.535943e-07,7.642571e-06,9.596691e-07,0.4006340550738431,0.9985914152274632,False
90,7.6230963e-06,4.4492472e-07,7.4742884e-06,1.0861705e-06,0.8062328342772431,0.9985914152274632,False
91,7.467855e-06,7.7376444e-07,7.321932e-06,7.9494004e-07,0.7991375880902116,0.9985914152274632,False
92,7.4879727e-06,8.408344e-07,7.3376696e-06,5.720491e-07,0.7750716138553286,0.9985914152274632,False
93,7.26285e-06,5.456023e-07,7.8619905e-06,9.304967e-07,0.2988818374086678,0.9985914152274632,True
94,7.3274423e-06,4.810001e-07,7.2159987e-06,6.704601e-07,0.7939083203837498,0.9985914152274632,False
95,7.5227995e-06,5.980037e-07,7.723554e-06,5.1136243e-07,0.6236287792651615,0.9985914152274632,False
96,7.1114687e-06,9.1228134e-07,7.6104798e-06,6.205492e-07,0.39212700560143654,0.9985914152274632,False
97,7.2202433e-06,6.119775e-07,7.458076e-06,1.0222096e-06,0.7001551307215953,0.9985914152274632,False
98,7.856446e-06,3.9587033e-07,7.3901183e-06,1.2369032e-06,0.49310635101816647,0.9985914152274632,False
99,7.412504e-06,7.9585175e-07,7.389158e-06,7.9259985e-07,0.967859689580076,0.9985914152274632,False
100,7.1906006e-06,2.893087e-07,7.4213654e-06,1.1142009e-06,0.6989670665340494,0.9985914152274632,False
101,7.475098e-06,6.6582976e-07,7.5826842e-06,7.9400957e-07,0.8406916528702163,0.9985914152274632,False
102,7.5962475e-06,5.326248e-07,7.2911816e-06,4.6009947e-07,0.4112580271004016,0.9985914152274632,False
103,7.3132032e-06,3.7269857e-07,7.4726536e-06,1.0296048e-06,0.7782778479426844,0.9985914152274632,False
104,7.1879585e-06,4.3904032e-07,7.5478624e-06,1.089313e-06,0.5569706722203811,0.9985914152274632,False
105,7.366115e-06,4.250593e-07,7.553526e-06,6.707163e-07,0.6495122554017972,0.9985914152274632,False
106,7.291709e-06,3.906518e-07,7.3072633e-06,9.430912e-07,0.9764351634587793,0.9985914152274632,False
107,7.2300636e-06,5.569198e-07,7.2441317e-06,8.169079e-07,0.9779938799625731,0.9985914152274632,False
108,7.3206793e-06,4.7463504e-07,7.355401e-06,9.580574e-07,0.9498074108158099,0.9985914152274632,False
109,7.2714765e-06,7.5679094e-07,7.0886585e-06,6.9073354e-07,0.7304333125233059,0.9985914152274632,False
110,7.293746e-06,4.069394e-07,7.61638e-06,9.718409e-07,0.5572489718902895,0.9985914152274632,False
111,7.5715207e-06,4.2811433e-07,7.584288e-06,9.760332e-07,0.9814724770049251,0.9985914152274632,False
112,7.435048e-06,3.523906e-07,7.415947e-06,8.9769e-07,0.9693727396823186,0.9985914152274632,False
113,7.68348e-06,8.7300924e-07,7.4885343e-06,7.4238574e-07,0.7424485394113238,0.9985914152274632,False
114,7.4837167e-06,6.863934e-07,7.490683e-06,1.0326274e-06,0.9913099527300209,0.9985914152274632,False
115,7.2988723e-06,6.604922e-07,7.0378874e-06,6.3855634e-07,0.5855137060787787,0.9985914152274632,False
116,7.498506e-06,6.4879384e-07,7.513794e-06,1.0967763e-06,0.981444699850808,0.9985914152274632,False
117,7.675933e-06,9.4594446e-07,7.5309863e-06,8.6381385e-07,0.8266420196012308,0.9985914152274632,False
118,7.39031e-06,7.7768897e-07,7.605272e-06,9.5023006e-07,0.7352812552226433,0.9985914152274632,False
119,7.23857e-06,3.9870184e-07,7.512424e-06,8.9196584e-07,0.5904267506846872,0.9985914152274632,False
120,7.612963e-06,9.86772e-07,7.739091e-06,5.085465e-07,0.8259395792547214,0.9985914152274632,False
121,7.413147e-06,6.5360433e-07,7.4044665e-06,5.442818e-07,0.9842147722192809,0.9985914152274632,False
122,7.600132e-06,6.777884e-07,7.618445e-06,6.541487e-07,0.9699367846341134,0.9985914152274632,False
123,7.4837417e-06,7.583364e-07,7.2764824e-06,1.1190643e-06,0.7669462350719515,0.9985914152274632,False
124,7.682065e-06,6.604132e-07,7.8361145e-06,9.171971e-07,0.7920643324657168,0.9985914152274632,False
125,7.539021e-06,4.0418712e-07,7.736226e-06,1.1533326e-06,0.7551739601767861,0.9985914152274632,False
126,7.5057847e-06,6.8446053e-07,7.694401e-06,7.116791e-07,0.7123781414705173,0.9985914152274632,False
127,7.5256858e-06,9.36524e-07,7.6261954e-06,7.3587523e-07,0.8701624855803285,0.9985914152274632,False
128,7.956366e-06,2.0683349e-07,7.5117714e-06,1.0409317e-06,0.4264391093523664,0.9985914152274632,False
129,7.3036817e-06,6.896554e-07,7.53386e-06,6.231039e-07,0.6337064400134362,0.9985914152274632,False
130,7.2344164e-06,4.5836518e-07,7.63455e-06,1.0567692e-06,0.5068906548655842,0.9985914152274632,False
131,7.291123e-06,5.6589124e-07,7.142304e-06,9.1087014e-07,0.7883890362391409,0.9985914152274632,False
132,7.38277e-06,3.5950123e-07,7.446974e-06,4.9609565e-07,0.8392259337643089,0.9985914152274632,False
133,7.6274655e-06,6.152572e-07,7.2168286e-06,1.0439483e-06,0.5170476575993836,0.9985914152274632,False
134,7.4818845e-06,5.3956677e-07,7.444293e-06,1.0146767e-06,0.9494438150754835,0.9985914152274632,False
135,7.3935867e-06,4.9012436e-07,7.2331277e-06,1.052683e-06,0.7892697488717347,0.9985914152274632,False
136,7.646211e-06,4.8534105e-07,7.4484874e-06,1.0558558e-06,0.7423951934146167,0.9985914152274632,False
137,7.46585e-06,4.239361e-07,7.4441355e-06,6.061015e-07,0.9546184464707765,0.9985914152274632,False
138,7.5384696e-06,5.7760434e-07,7.412224e-06,9.844398e-07,0.8304663523244273,0.9985914152274632,False
139,7.471595e-06,6.154816e-07,7.2686753e-06,6.957738e-07,0.673745781053655,0.9985914152274632,False
140,6.9887965e-06,3.9291007e-07,7.3229116e-06,7.243381e-07,0.4408679905538483,0.9985914152274632,False
141,7.5789794e-06,7.55405e-07,7.30624e-06,6.741698e-07,0.6047239526275827,0.9985914152274632,False
142,7.069347e-06,9.2250883e-07,7.4733935e-06,1.1343284e-06,0.5955732079310571,0.9985914152274632,False
143,7.23989e-06,5.0386484e-07,7.5013836e-06,6.170803e-07,0.5299446919460151,0.9985914152274632,False
144,7.4306345e-06,6.0425157e-07,7.351944e-06,9.665519e-07,0.8935994177148601,0.9985914152274632,False
145,7.2510134e-06,4.2280288e-07,7.5517564e-06,1.1147998e-06,0.6275214326999347,0.9985914152274632,False
146,7.5855364e-06,8.5278424e-07,7.4296963e-06,8.693189e-07,0.8044522415688588,0.9985914152274632,False
147,7.5882044e-06,7.492765e-07,7.3757847e-06,9.4759815e-07,0.7341637173070064,0.9985914152274632,False
148,7.92726e-06,6.8281736e-07,7.637363e-06,1.0189599e-06,0.6490618139684512,0.9985914152274632,False
149,7.533387e-06,8.0161817e-07,7.317148e-06,7.773468e-07,0.7086296672830292,0.9985914152274632,False
150,7.2692164e-06,6.039186e-07,7.531652e-06,8.485386e-07,0.6278764216974493,0.9985914152274632,False
151,7.5961943e-06,1.0322557e-06,7.4940885e-06,8.5151265e-07,0.8824860208265981,0.9985914152274632,False
152,7.297304e-06,8.4912114e-07,7.5210746e-06,7.12208e-07,0.6969226068452914,0.9985914152274632,False
153,7.945583e-06,7.784522e-07,7.2391713e-06,9.0065146e-07,0.2693503392208694,0.9985914152274632,True
154,7.5745797e-06,7.5672676e-07,7.571968e-06,5.337549e-07,0.9956377064437127,0.9985914152274632,False
155,7.3325295e-06,7.863327e-07,7.624511e-06,6.9597354e-07,0.5933475393441323,0.9985914152274632,False
156,7.4792856e-06,7.420726e-07,7.388325e-06,6.069663e-07,0.8542225061054955,0.9985914152274632,False
157,7.3626106e-06,6.9867264e-07,7.231448e-06,4.3629558e-07,0.7582848165754057,0.9985914152274632,False
158,7.685646e-06,7.154111e-07,7.1190525e-06,4.7794555e-07,0.22428313493882668,0.9985914152274632,True
159,7.876567e-06,4.6556568e-07,7.465495e-06,8.8836657e-07,0.4361201632383568,0.9985914152274632,False
160,7.603389e-06,8.6160946e-07,7.5217067e-06,1.0239502e-06,0.9058500951094257,0.9985914152274632,False
161,7.700416e-06,4.0129297e-07,7.237531e-06,7.296545e-07,0.2985427616124643,0.9985914152274632,True
162,7.587657e-06,3.471515e-07,6.8847266e-06,4.9483464e-07,0.048478439767531786,0.9985914152274632,True
163,7.4315008e-06,2.7149687e-07,7.6333e-06,6.627694e-07,0.588529957344845,0.9985914152274632,False
164,7.910838e-06,5.142536e-07,7.2689318e-06,9.023299e-07,0.25147580615372667,0.9985914152274632,True
165,7.5088637e-06,3.3845933e-07,6.9563966e-06,8.071722e-07,0.24235833920469224,0.9985914152274632,True
166,7.295426e-06,4.7900363e-07,7.4596755e-06,6.211399e-07,0.6863807975239073,0.9985914152274632,False
167,7.602055e-06,6.895198e-07,6.9594435e-06,8.03075e-07,0.25928643756413494,0.9985914152274632,True
168,7.184915e-06,3.479217e-07,7.5951816e-06,3.94168e-07,0.15722197792999137,0.9985914152274632,True
169,7.740016e-06,5.326472e-07,7.0845517e-06,8.715308e-07,0.23526091309023212,0.9985914152274632,True
170,7.660285e-06,5.3292734e-07,7.683239e-06,9.367836e-07,0.9670667929088927,0.9985914152274632,False
171,7.5093885e-06,2.5062224e-07,7.463609e-06,1.0257655e-06,0.9330342244379931,0.9985914152274632,False
172,7.517318e-06,4.904266e-07,7.4553814e-06,6.510193e-07,0.8829671535563468,0.9985914152274632,False
173,7.694072e-06,8.152643e-07,7.241511e-06,8.095782e-07,0.45352819104117925,0.9985914152274632,False
174,7.413284e-06,7.237448e-07,7.788157e-06,7.392012e-07,0.4892689215787651,0.9985914152274632,False
175,7.5909993e-06,7.530678e-07,7.5299367e-06,9.991843e-07,0.9246454784339078,0.9985914152274632,False
176,7.6485685e-06,6.640801e-07,7.592315e-06,8.8091195e-07,0.9212789724211392,0.9985914152274632,False
177,7.5877674e-06,5.9895484e-07,7.647685e-06,7.169255e-07,0.9010962060263125,0.9985914152274632,False
178,7.537278e-06,6.574601e-07,7.578001e-06,8.353972e-07,0.9408132309077861,0.9985914152274632,False
179,7.3512865e-06,6.5161333e-07,7.9448755e-06,7.84489e-07,0.27791887251755004,0.9985914152274632,True
180,7.0758992e-06,2.2855338e-07,7.875041e-06,6.238882e-07,0.04280911943314968,0.9985914152274632,True
181,7.756127e-06,3.686783e-07,7.387007e-06,1.0131808e-06,0.5128696662517472,0.9985914152274632,False
182,7.746893e-06,7.0590545e-07,7.768351e-06,9.4348917e-07,0.9718395567567417,0.9985914152274632,False
183,7.7602335e-06,5.8038177e-07,7.473579e-06,9.214401e-07,0.6128480211071821,0.9985914152274632,False
184,7.26139e-06,3.0611412e-07,7.664232e-06,5.097877e-07,0.2124587793396435,0.9985914152274632,True
185,7.643776e-06,6.523928e-07,7.9107285e-06,1.1241583e-06,0.692019983754959,0.9985914152274632,False
186,7.2697267e-06,4.673385e-07,7.545538e-06,3.1999684e-07,0.35862086741861054,0.9985914152274632,False
187,7.1697423e-06,7.1933135e-07,7.828923e-06,1.1443979e-06,0.35795853283664936,0.9985914152274632,False
188,7.403092e-06,4.7398208e-07,7.2466523e-06,7.4061523e-07,0.7311707569352544,0.9985914152274632,False
189,7.3542506e-06,4.7082088e-07,7.4363516e-06,9.4211066e-07,0.8799688735459354,0.9985914152274632,False
190,7.2634894e-06,3.5601064e-07,7.376458e-06,4.3170166e-07,0.6969556485992163,0.9985914152274632,False
191,7.355588e-06,2.9120235e-07,7.70185e-06,9.0766866e-07,0.48824278498666773,0.9985914152274632,False
192,7.2295943e-06,5.3643527e-07,7.4850514e-06,5.542675e-07,0.5263538476314801,0.9985914152274632,False
193,7.3817523e-06,7.1195643e-07,7.161525e-06,7.2089813e-07,0.6752565792722611,0.9985914152274632,False
194,7.1504473e-06,9.405809e-07,7.278303e-06,7.3006373e-07,0.8353251448268357,0.9985914152274632,False
195,7.5841067e-06,1.2483177e-07,7.667515e-06,9.132548e-07,0.8608850425380702,0.9985914152274632,False
196,7.7500445e-06,6.137211e-07,7.737926e-06,7.0964273e-07,0.98002386802684,0.9985914152274632,False
197,7.3069095e-06,5.55056e-07,7.1978443e-06,5.776317e-07,0.7922933195340438,0.9985914152274632,False
198,7.365574e-06,4.3680254e-07,7.3588844e-06,7.843411e-07,0.9884744089022487,0.9985914152274632,False
199,7.878696e-06,7.9520197e-07,7.4327972e-06,5.5705266e-07,0.38520128683031885,0.9985914152274632,False
200,7.322378e-06,8.0617826e-07,7.663467e-06,1.2199829e-06,0.6532877968503323,0.9985914152274632,False
201,7.809996e-06,6.841835e-07,7.1628465e-06,7.735844e-07,0.24549373491886323,0.9985914152274632,True
202,7.808742e-06,5.5602e-07,7.506054e-06,1.1735683e-06,0.6535247782560675,0.9985914152274632,False
203,7.720159e-06,8.2802967e-07,7.914909e-06,5.688484e-07,0.7083391602276716,0.9985914152274632,False
204,7.6084825e-06,2.6039584e-07,7.5862554e-06,9.141866e-07,0.9638453503784763,0.9985914152274632,False
205,7.812358e-06,6.20473e-07,7.5167745e-06,6.540591e-07,0.5304016920692746,0.9985914152274632,False
206,7.730082e-06,2.954451e-07,7.645572e-06,8.286488e-07,0.8524315205524949,0.9985914152274632,False
207,7.276245e-06,4.5695828e-07,7.780154e-06,5.2144725e-07,0.1841394702215183,0.9985914152274632,True
208,7.3916103e-06,7.098081e-07,7.4366326e-06,9.3480764e-07,0.940734050663907,0.9985914152274632,False
209,7.67339e-06,6.260017e-07,7.429492e-06,4.2205608e-07,0.5363060113631415,0.9985914152274632,False
210,7.659057e-06,4.793887e-07,7.662595e-06,8.4885704e-07,0.9943865252910321,0.9985914152274632,False
211,7.314342e-06,7.1736355e-07,7.5201415e-06,9.776064e-07,0.7430146806267266,0.9985914152274632,False
212,7.583739e-06,2.4285367e-07,7.5951393e-06,1.1137234e-06,0.9845310582569794,0.9985914152274632,False
213,7.160338e-06,3.9768832e-07,7.504054e-06,8.4054454e-07,0.48086842506086225,0.9985914152274632,False
214,7.162732e-06,7.1763174e-07,7.4886652e-06,8.433861e-07,0.5723335353392867,0.9985914152274632,False
215,7.3682763e-06,7.556061e-07,7.6280257e-06,7.349837e-07,0.6353715850091514,0.9985914152274632,False
216,7.316182e-06,3.7722995e-07,7.378071e-06,1.0473506e-06,0.9142044936574585,0.9985914152274632,False
217,7.2059906e-06,5.088761e-07,7.4024238e-06,8.331809e-07,0.6979227919747644,0.9985914152274632,False
218,7.2461357e-06,5.5900045e-07,7.5187445e-06,7.46847e-07,0.5750268728226471,0.9985914152274632,False
219,7.870017e-06,3.6585743e-07,7.428207e-06,8.5887837e-07,0.37159593712205335,0.9985914152274632,False
220,7.5755133e-06,4.6506773e-07,7.638741e-06,5.468545e-07,0.8645500122046519,0.9985914152274632,False
221,7.4838363e-06,4.124982e-07,7.6412925e-06,5.7247837e-07,0.6672149280296793,0.9985914152274632,False
222,7.5137737e-06,4.780055e-07,7.902506e-06,7.192462e-07,0.3942739083933451,0.9985914152274632,False
223,7.2305934e-06,6.5873365e-07,7.534613e-06,5.9500405e-07,0.512708839371919,0.9985914152274632,False
224,7.4950162e-06,2.0667994e-07,7.753894e-06,8.2928005e-07,0.5614292449432583,0.9985914152274632,False
225,7.4618306e-06,2.921236e-07,7.682755e-06,7.8626346e-07,0.6126382359780171,0.9985914152274632,False
226,7.5252124e-06,2.7947587e-07,7.842251e-06,6.954546e-07,0.4221400134687112,0.9985914152274632,False
227,7.175657e-06,5.626298e-07,7.4920536e-06,7.5618925e-07,0.5208938125712237,0.9985914152274632,False
228,7.5466733e-06,8.0459625e-07,7.491486e-06,7.929045e-07,0.9245676952645601,0.9985914152274632,False
229,7.37511e-06,3.9432948e-07,7.2718008e-06,6.00695e-07,0.7810036316275337,0.9985914152274632,False
230,7.5334146e-06,6.514727e-07,7.2300563e-06,8.1115354e-07,0.5758455984123432,0.9985914152274632,False
231,7.3412375e-06,6.7755246e-07,7.4477794e-06,1.0276844e-06,0.8668673540489686,0.9985914152274632,False
232,7.5008766e-06,6.29472e-07,7.3740753e-06,9.0130095e-07,0.8233507354122783,0.9985914152274632,False
233,7.9005185e-06,5.144141e-07,6.9015528e-06,4.0242003e-07,0.01560474366886189,0.9985914152274632,True
234,7.596148e-06,5.247579e-07,7.461742e-06,7.5485e-07,0.7774210084744516,0.9985914152274632,False
235,7.4843824e-06,5.602235e-07,7.469434e-06,7.7642363e-07,0.9758542802719974,0.9985914152274632,False
236,7.440285e-06,5.1030963e-07,7.548326e-06,7.734517e-07,0.8214692914200108,0.9985914152274632,False
237,7.414577e-06,5.2769025e-07,7.372661e-06,6.7977686e-07,0.9247924397568739,0.9985914152274632,False
238,7.6165734e-06,8.780333e-07,7.6020815e-06,8.8965965e-07,0.9820686475360607,0.9985914152274632,False
239,6.9653156e-06,2.0982762e-07,7.5047074e-06,9.1120273e-07,0.28191695956027013,0.9985914152274632,True
240,7.238558e-06,5.8404333e-07,7.531568e-06,8.5002165e-07,0.5854786845081561,0.9985914152274632,False
241,7.532547e-06,5.984749e-07,7.4576615e-06,7.8067956e-07,0.882755399710204,0.9985914152274632,False
242,7.3193005e-06,5.739905e-07,7.5564544e-06,1.0251543e-06,0.6970103077094083,0.9985914152274632,False
243,7.4899094e-06,2.9722003e-07,7.4609256e-06,1.1375934e-06,0.9618877898066515,0.9985914152274632,False
244,7.3029796e-06,2.9308978e-07,7.5498e-06,8.557072e-07,0.6001167554743838,0.9985914152274632,False
245,7.2082985e-06,4.7226462e-07,7.558969e-06,8.686862e-07,0.49827814284603256,0.9985914152274632,False
246,7.3870383e-06,5.08284e-07,7.4571462e-06,9.856412e-07,0.9025063511374162,0.9985914152274632,False
247,7.608162e-06,6.782983e-07,7.64895e-06,8.768265e-07,0.9431460678762963,0.9985914152274632,False
