timepoint,mean_asd,mean_td,p_raw,p_fdr,sig_raw,sig_fdr
111,0.0016903933,0.0016702454,0.6539955264910013,0.9830986973666398,False,False
112,0.0016738201,0.0016880553,0.8050443186252665,0.9830986973666398,False,False
113,0.0016505508,0.0016936886,0.5275182279006714,0.9830986973666398,False,False
114,0.0016458074,0.0016893393,0.547537983888421,0.9830986973666398,False,False
115,0.0016340197,0.0016321816,0.9615792150698181,0.9830986973666398,False,False
116,0.0016096197,0.0016221243,0.8016935019088796,0.9830986973666398,False,False
117,0.0015935752,0.001629211,0.4670785030062131,0.9830986973666398,False,False
118,0.0016098324,0.0016974742,0.11410223909661464,0.934383361120463,False,False
119,0.0016672626,0.0017858943,0.010971490678643796,0.934383361120463,True,False
120,0.001656689,0.0016649056,0.8408249687911807,0.9830986973666398,False,False
121,0.0016591831,0.0016408289,0.7737837424505263,0.9830986973666398,False,False
122,0.0016043626,0.0016438089,0.29384091249687516,0.9422373921950243,False,False
123,0.0016295146,0.0015880354,0.5296216260239345,0.9830986973666398,False,False
124,0.001618978,0.0016297937,0.8489433483693359,0.9830986973666398,False,False
125,0.0016182177,0.001708135,0.19364593842273317,0.934383361120463,False,False
126,0.0016688152,0.0016472132,0.7333454712645916,0.9830986973666398,False,False
127,0.0017055774,0.001663516,0.34550736605722976,0.9610244823288306,False,False
128,0.001719684,0.001583054,0.06832466328994648,0.934383361120463,True,False
129,0.0017029422,0.0016450502,0.29550922105014654,0.9422373921950243,False,False
130,0.0016006926,0.0016292259,0.5767343935450792,0.9830986973666398,False,False
131,0.0016848445,0.0016463961,0.45267786341400507,0.9830986973666398,False,False
132,0.0015943907,0.0016717634,0.15492811548509927,0.934383361120463,False,False
133,0.0016148144,0.0016369894,0.7153678203688449,0.9830986973666398,False,False
134,0.0016790458,0.0016814971,0.9642084997551863,0.9830986973666398,False,False
135,0.0016804587,0.0016703524,0.8890679198255629,0.9830986973666398,False,False
136,0.0016873315,0.0016680838,0.6003229740042244,0.9830986973666398,False,False
137,0.0017184404,0.0016965267,0.6057705058049128,0.9830986973666398,False,False
138,0.0017265644,0.0016617381,0.4723881195067967,0.9830986973666398,False,False
139,0.0016916519,0.0016137185,0.24893925659670071,0.934383361120463,False,False
140,0.0015999482,0.0017851727,0.0016829585802520899,0.934383361120463,True,False
141,0.0016732553,0.0016510763,0.6907205684559901,0.9830986973666398,False,False
142,0.0016613835,0.0016706191,0.8889425424856516,0.9830986973666398,False,False
143,0.0016371427,0.0016924677,0.13292496488574637,0.934383361120463,False,False
144,0.001698728,0.0017241032,0.5907819169552329,0.9830986973666398,False,False
145,0.0016705163,0.0016810643,0.8734721414077549,0.9830986973666398,False,False
146,0.0016414359,0.0016927341,0.580363180320961,0.9830986973666398,False,False
147,0.0016451867,0.0016701978,0.6876514647758405,0.9830986973666398,False,False
148,0.0016560156,0.0016600484,0.9380263693421769,0.9830986973666398,False,False
149,0.0017088887,0.0016182058,0.10660360643774068,0.934383361120463,False,False
150,0.0016598068,0.0015570663,0.15467569913888807,0.934383361120463,False,False
151,0.0016690955,0.0016206326,0.05129441655439394,0.934383361120463,True,False
152,0.0017087472,0.0016199962,0.15769520060791034,0.934383361120463,False,False
153,0.0016950232,0.0016713586,0.7255252519997535,0.9830986973666398,False,False
154,0.0017695876,0.0016725527,0.06472958217981155,0.934383361120463,True,False
155,0.0016727338,0.0017169656,0.41984915940740997,0.9830986973666398,False,False
156,0.0016717784,0.0015983708,0.1863476975855137,0.934383361120463,False,False
157,0.0017401942,0.0016443931,0.2638845316788665,0.934383361120463,False,False
158,0.0016695892,0.0016151773,0.24308382979778834,0.934383361120463,False,False
159,0.0016342581,0.0016518284,0.6568129426165638,0.9830986973666398,False,False
160,0.0016394263,0.0016962539,0.39925647725541913,0.9739401443668154,False,False
161,0.0017005705,0.0016564047,0.26998399009602225,0.934383361120463,False,False
162,0.0016595904,0.001598052,0.280194981163541,0.934383361120463,False,False
163,0.0016727826,0.0016710162,0.9660035976435715,0.9830986973666398,False,False
164,0.0016835596,0.0016877891,0.9155473891410233,0.9830986973666398,False,False
165,0.0015661338,0.0016380219,0.21200511960384985,0.934383361120463,False,False
166,0.0016190173,0.0016368075,0.7060109629899847,0.9830986973666398,False,False
167,0.0016710928,0.0016549766,0.7549415895524006,0.9830986973666398,False,False
168,0.0016394292,0.0016974524,0.29680477854143267,0.9422373921950243,False,False
169,0.0016885303,0.0016684558,0.7019991920550459,0.9830986973666398,False,False
170,0.0016963657,0.0016277252,0.3981163016205046,0.9739401443668154,False,False
171,0.0016038154,0.0016816121,0.2721914366705574,0.934383361120463,False,False
172,0.0016887635,0.0016311217,0.3779724877946806,0.9645072868282002,False,False
173,0.0016559095,0.0017193919,0.42405317392758424,0.9830986973666398,False,False
174,0.0017177047,0.0016958693,0.7327321190595948,0.9830986973666398,False,False
175,0.001690963,0.0015968222,0.21123635393388226,0.934383361120463,False,False
176,0.0016846048,0.0017624565,0.2598131839899095,0.934383361120463,False,False
177,0.0016629329,0.0016660284,0.9515250259512043,0.9830986973666398,False,False
178,0.0016331195,0.0016740544,0.32003703262290173,0.9610244823288306,False,False
179,0.001637995,0.0016552582,0.734504592252182,0.9830986973666398,False,False
180,0.0016650723,0.0017302172,0.22946377376332952,0.934383361120463,False,False
181,0.0016372002,0.0016445017,0.9297697461275753,0.9830986973666398,False,False
182,0.0016890742,0.0017359753,0.5248144426404411,0.9830986973666398,False,False
183,0.0016175399,0.0017120463,0.14952619520025084,0.934383361120463,False,False
184,0.0016347896,0.0016826123,0.3370048658769883,0.9610244823288306,False,False
185,0.0017375486,0.001679346,0.2433098708896504,0.934383361120463,False,False
186,0.0016408566,0.0017291389,0.1531730398171551,0.934383361120463,False,False
187,0.0016762245,0.0016811935,0.9429804777045785,0.9830986973666398,False,False
188,0.0016968828,0.001638205,0.08434166063091497,0.934383361120463,False,False
189,0.0017037686,0.0016244637,0.12298369420887177,0.934383361120463,False,False
190,0.0016015483,0.0016817923,0.11142446805663782,0.934383361120463,False,False
191,0.0016835999,0.0016902573,0.9100648297821334,0.9830986973666398,False,False
192,0.0016661038,0.0017180204,0.6551671791471076,0.9830986973666398,False,False
193,0.0016639851,0.0016371304,0.6113944994658105,0.9830986973666398,False,False
194,0.0016853999,0.0017308265,0.3969266881830608,0.9739401443668154,False,False
195,0.001697078,0.0016792056,0.6927691142656996,0.9830986973666398,False,False
196,0.0016749628,0.0017041096,0.485390893583018,0.9830986973666398,False,False
197,0.0016544464,0.0016514696,0.9593943645503045,0.9830986973666398,False,False
198,0.0016929008,0.0016778614,0.8479321126558714,0.9830986973666398,False,False
199,0.0016805127,0.0016122737,0.17766153900987275,0.934383361120463,False,False
200,0.001669965,0.0016928867,0.654601339432092,0.9830986973666398,False,False
201,0.001713389,0.0016832089,0.49385575851555297,0.9830986973666398,False,False
202,0.0017393125,0.0016462806,0.13271688826438535,0.934383361120463,False,False
203,0.0016805988,0.0016565502,0.73010229569574,0.9830986973666398,False,False
204,0.0016707571,0.0016681431,0.9500387261725766,0.9830986973666398,False,False
205,0.0017032381,0.0016227283,0.17938342085957906,0.934383361120463,False,False
206,0.0016644684,0.0016515838,0.7351448596768494,0.9830986973666398,False,False
207,0.0016732903,0.0016469527,0.5947193922223966,0.9830986973666398,False,False
208,0.0016843143,0.0016552033,0.662461290058809,0.9830986973666398,False,False
209,0.0016340552,0.0016458733,0.7976628980975196,0.9830986973666398,False,False
210,0.0016469223,0.00163587,0.8522081489305481,0.9830986973666398,False,False
211,0.0016738009,0.0017042293,0.5673697789657437,0.9830986973666398,False,False
212,0.0016787971,0.0016850587,0.8739496284416359,0.9830986973666398,False,False
213,0.0016440774,0.0016519306,0.8816312576987025,0.9830986973666398,False,False
214,0.001672313,0.0016901849,0.6751199056804953,0.9830986973666398,False,False
215,0.0016599627,0.0015877268,0.25064903361388957,0.934383361120463,False,False
216,0.0016684963,0.0015764373,0.12181833801903628,0.934383361120463,False,False
217,0.0016462846,0.0016725803,0.3409881891552082,0.9610244823288306,False,False
218,0.0016386838,0.0017115753,0.24886749360491778,0.934383361120463,False,False
219,0.0016639043,0.0017011734,0.6061171863011613,0.9830986973666398,False,False
220,0.001603451,0.0016375262,0.5570014031932548,0.9830986973666398,False,False
221,0.0016801624,0.0016443614,0.616072878579189,0.9830986973666398,False,False
222,0.0016956948,0.0016800554,0.759625163206769,0.9830986973666398,False,False
223,0.0016811846,0.0017229881,0.5512331916267712,0.9830986973666398,False,False
224,0.0016203718,0.0017345619,0.06640290766730503,0.934383361120463,True,False
225,0.0016861589,0.0016703911,0.6873726086697316,0.9830986973666398,False,False
226,0.0016329018,0.0016324433,0.9899173334791005,0.9943889743889274,False,False
227,0.0016438437,0.0016574726,0.8497539029583201,0.9830986973666398,False,False
228,0.0017040232,0.0016411176,0.2767104534523761,0.934383361120463,False,False
229,0.001684548,0.0016776857,0.8963936404103456,0.9830986973666398,False,False
230,0.0017120296,0.001671897,0.4864117809117562,0.9830986973666398,False,False
231,0.0015794126,0.001624576,0.430742925338377,0.9830986973666398,False,False
232,0.0016104488,0.0016251674,0.6487848976388383,0.9830986973666398,False,False
233,0.001661456,0.0017073,0.2736318206734608,0.934383361120463,False,False
234,0.0016792525,0.0016602349,0.7417679880944226,0.9830986973666398,False,False
235,0.0016069269,0.0017375859,0.06823668596155626,0.934383361120463,True,False
236,0.0016526645,0.0016575899,0.9184436601336918,0.9830986973666398,False,False
237,0.0016599534,0.0016768153,0.615885575455549,0.9830986973666398,False,False
238,0.0016630624,0.0016603153,0.955446922462154,0.9830986973666398,False,False
239,0.0016533379,0.0016821243,0.4139388495228731,0.9830986973666398,False,False
240,0.0017841253,0.0016635712,0.1167879267217351,0.934383361120463,False,False
241,0.0016764638,0.0016668349,0.8300835029805249,0.9830986973666398,False,False
242,0.0016779021,0.0016705664,0.8805206590454855,0.9830986973666398,False,False
243,0.001704022,0.0017184097,0.830104314118734,0.9830986973666398,False,False
244,0.001627529,0.0016307018,0.9433438829899239,0.9830986973666398,False,False
245,0.001641614,0.0016598437,0.7196676903940247,0.9830986973666398,False,False
246,0.0016525969,0.0016045393,0.11959616176843701,0.934383361120463,False,False
247,0.0016589973,0.0016503779,0.8480392923916411,0.9830986973666398,False,False
248,0.0016361482,0.0016818207,0.3133003518627546,0.9610244823288306,False,False
249,0.0015759866,0.001606596,0.5430884068679673,0.9830986973666398,False,False
250,0.0016571258,0.0016485362,0.8828668133279711,0.9830986973666398,False,False
251,0.0017015993,0.0017001622,0.9438890428903064,0.9830986973666398,False,False
252,0.0017209819,0.0016131394,0.060126921630308555,0.934383361120463,True,False
253,0.0016597497,0.0016973617,0.40126245514138503,0.9747266116794778,False,False
254,0.001684571,0.0016730953,0.8173484480902529,0.9830986973666398,False,False
255,0.0016239651,0.0016089365,0.6991966537061467,0.9830986973666398,False,False
256,0.0016503416,0.0017437162,0.13606597607328627,0.934383361120463,False,False
257,0.001636832,0.0017019097,0.32267921790403514,0.9610244823288306,False,False
258,0.0016195166,0.0016716812,0.5890984407817976,0.9830986973666398,False,False
259,0.0016019944,0.0016622783,0.34616686577248823,0.9610244823288306,False,False
260,0.0016277976,0.0017123312,0.2835002577956975,0.934383361120463,False,False
261,0.0016887424,0.0016255609,0.27248216871876385,0.934383361120463,False,False
262,0.0016797272,0.0016503582,0.6020169232710906,0.9830986973666398,False,False
263,0.0017147949,0.0016619621,0.1922877752831983,0.934383361120463,False,False
264,0.0016885288,0.0015846936,0.10731173747734338,0.934383361120463,False,False
265,0.0016238627,0.0016208624,0.9459663488267251,0.9830986973666398,False,False
266,0.0016320838,0.0017020867,0.360710300180002,0.9610244823288306,False,False
267,0.0016887061,0.0016557751,0.5965784618480738,0.9830986973666398,False,False
268,0.0016149856,0.0016927763,0.1517636239225123,0.934383361120463,False,False
269,0.0017067954,0.001719771,0.8656669002481069,0.9830986973666398,False,False
270,0.0016416268,0.0016370065,0.9433488001220498,0.9830986973666398,False,False
271,0.0016838668,0.0017177807,0.5042350967033917,0.9830986973666398,False,False
272,0.0016615664,0.0016219458,0.35035649310747136,0.9610244823288306,False,False
273,0.0017136028,0.0016784614,0.45973643834366396,0.9830986973666398,False,False
274,0.0017294843,0.0017121412,0.7780745472629632,0.9830986973666398,False,False
275,0.0016370636,0.0016940531,0.18734285341497772,0.934383361120463,False,False
276,0.0017082648,0.0016950138,0.7512284417298349,0.9830986973666398,False,False
277,0.0016052283,0.0016121976,0.913689231315848,0.9830986973666398,False,False
278,0.0016695369,0.0016873579,0.6572458105115597,0.9830986973666398,False,False
279,0.0016739189,0.0016050024,0.10275232182576723,0.934383361120463,False,False
280,0.0016483419,0.001647768,0.9910743346883326,0.9943889743889274,False,False
281,0.001633805,0.0016899945,0.4076400741812231,0.9822652389908991,False,False
282,0.001643062,0.0016818115,0.43533464701477187,0.9830986973666398,False,False
283,0.001774082,0.0016503222,0.05957292394847855,0.934383361120463,True,False
284,0.0016419893,0.0016219921,0.6383824847564508,0.9830986973666398,False,False
285,0.001676332,0.0016621659,0.693110908441416,0.9830986973666398,False,False
286,0.0016854496,0.0016703742,0.8124041208749495,0.9830986973666398,False,False
287,0.0016465399,0.0016327177,0.8102515867537508,0.9830986973666398,False,False
288,0.0016552486,0.0017137735,0.34193846731738253,0.9610244823288306,False,False
289,0.0017043836,0.0017133448,0.8534297071183414,0.9830986973666398,False,False
290,0.0016509173,0.0016597584,0.8596650264687508,0.9830986973666398,False,False
291,0.0016313359,0.0016442675,0.7100165246216765,0.9830986973666398,False,False
292,0.0016177434,0.0017073199,0.12704785310962385,0.934383361120463,False,False
293,0.0016850624,0.0017014563,0.6829116074457618,0.9830986973666398,False,False
294,0.0016592529,0.001724065,0.42586282131464587,0.9830986973666398,False,False
295,0.001658285,0.0016893966,0.6649710689086967,0.9830986973666398,False,False
296,0.0016189788,0.0016455723,0.5769397764894808,0.9830986973666398,False,False
297,0.0016623128,0.0016424585,0.741666051599149,0.9830986973666398,False,False
298,0.0017230182,0.0017011237,0.7618020911773666,0.9830986973666398,False,False
299,0.0017008355,0.0016274021,0.2505563259373289,0.934383361120463,False,False
300,0.0016809028,0.0017384775,0.3289463984328741,0.9610244823288306,False,False
301,0.0016713695,0.0016406275,0.541907236321202,0.9830986973666398,False,False
302,0.001667567,0.0016748415,0.9120148053984802,0.9830986973666398,False,False
303,0.001644992,0.0016516407,0.897414511500739,0.9830986973666398,False,False
304,0.0016617732,0.001739221,0.22658937397175116,0.934383361120463,False,False
305,0.0016222693,0.001672181,0.20021560310272776,0.934383361120463,False,False
306,0.0016724493,0.0016931274,0.6598138893683209,0.9830986973666398,False,False
307,0.0016664729,0.001672191,0.9323108270539633,0.9830986973666398,False,False
308,0.0016686354,0.0016727416,0.9275575317670409,0.9830986973666398,False,False
309,0.0016593508,0.0016914133,0.5179836831707101,0.9830986973666398,False,False
310,0.0016500788,0.0016737173,0.7092970965056817,0.9830986973666398,False,False
311,0.0016815753,0.0016264446,0.3372068705516557,0.9610244823288306,False,False
312,0.0016299644,0.0016487418,0.7594340019088088,0.9830986973666398,False,False
313,0.0016783548,0.0017042242,0.6464963820300551,0.9830986973666398,False,False
314,0.0016356338,0.0016272205,0.8899816587514806,0.9830986973666398,False,False
315,0.0016441302,0.0016468493,0.9667137190771957,0.9830986973666398,False,False
316,0.0016342402,0.0017113604,0.043342911903217075,0.934383361120463,True,False
317,0.0016617847,0.0016869958,0.6443614399987814,0.9830986973666398,False,False
318,0.0016551813,0.0015861776,0.2668214139499772,0.934383361120463,False,False
319,0.0016638327,0.001648304,0.7367000258775339,0.9830986973666398,False,False
320,0.0016353695,0.0016810272,0.22747975512206056,0.934383361120463,False,False
321,0.001665259,0.001720527,0.4965759836923115,0.9830986973666398,False,False
322,0.0016576461,0.0016809327,0.7225490455041943,0.9830986973666398,False,False
323,0.0016398404,0.0017042644,0.3271833656491202,0.9610244823288306,False,False
324,0.0016681522,0.00166761,0.9910084351200961,0.9943889743889274,False,False
325,0.0016371084,0.0016325457,0.9288829766045105,0.9830986973666398,False,False
326,0.0017127026,0.0016534552,0.2693986064647363,0.934383361120463,False,False
327,0.001675746,0.0016177197,0.4052937318717155,0.9805493513025375,False,False
328,0.0016738767,0.0016984979,0.49458257106104786,0.9830986973666398,False,False
329,0.0016805567,0.001671043,0.8535325249649568,0.9830986973666398,False,False
330,0.0016637215,0.0016571222,0.8995876503254494,0.9830986973666398,False,False
331,0.0016082774,0.0016409243,0.5143371186521357,0.9830986973666398,False,False
332,0.0016712615,0.0016666995,0.9333667083411876,0.9830986973666398,False,False
333,0.0016611256,0.0016386673,0.6594161230287392,0.9830986973666398,False,False
334,0.0016972084,0.0016686333,0.6855747136741019,0.9830986973666398,False,False
335,0.0016789647,0.001620831,0.3573631976148669,0.9610244823288306,False,False
336,0.0017162781,0.0016383452,0.19848828864420723,0.934383361120463,False,False
337,0.0016941971,0.0017443072,0.4567164444207209,0.9830986973666398,False,False
338,0.001680018,0.0016325817,0.343874847919191,0.9610244823288306,False,False
339,0.0016555166,0.0017408595,0.22550768168276342,0.934383361120463,False,False
340,0.0016810892,0.0016333789,0.23275603253137,0.934383361120463,False,False
341,0.0016314185,0.0016808396,0.4198995661325381,0.9830986973666398,False,False
342,0.001638791,0.0017030839,0.28163389735643723,0.934383361120463,False,False
343,0.001727682,0.001661038,0.21902824642184343,0.934383361120463,False,False
344,0.001672426,0.0016261559,0.44535516143839426,0.9830986973666398,False,False
345,0.0017106216,0.0016889808,0.8089055680279794,0.9830986973666398,False,False
346,0.0016513411,0.0017073894,0.2895441234163245,0.9422373921950243,False,False
347,0.0016168107,0.0017375264,0.07989097415508618,0.934383361120463,True,False
348,0.001646438,0.0016605757,0.8049260817104622,0.9830986973666398,False,False
349,0.0016122435,0.0016931475,0.2546634427312273,0.934383361120463,False,False
350,0.0017072704,0.0016660147,0.26506948888485293,0.934383361120463,False,False
351,0.0016383479,0.0016999798,0.3730297201043162,0.9610244823288306,False,False
352,0.0017212821,0.0016153883,0.18671085937314,0.934383361120463,False,False
353,0.0016596852,0.001644163,0.7908598673200667,0.9830986973666398,False,False
354,0.0016820139,0.001694162,0.8299967949871798,0.9830986973666398,False,False
355,0.0015936687,0.0016852745,0.1861144705955613,0.934383361120463,False,False
356,0.0016594015,0.0016269296,0.6599650452516768,0.9830986973666398,False,False
357,0.0016038555,0.0016433608,0.4292499892248419,0.9830986973666398,False,False
358,0.001644193,0.0017238684,0.17882385587762184,0.934383361120463,False,False
359,0.0017617668,0.0016400719,0.06968517543166836,0.934383361120463,True,False
360,0.0016610041,0.0017433455,0.15693552595477206,0.934383361120463,False,False
361,0.0017146904,0.0016114165,0.036722037951595995,0.934383361120463,True,False
362,0.0016878409,0.0017233413,0.2364289973897103,0.934383361120463,False,False
363,0.0016634362,0.0017484179,0.2843602923103991,0.934383361120463,False,False
364,0.0017206483,0.0016948862,0.5394435938400566,0.9830986973666398,False,False
365,0.0017525811,0.0016498113,0.1163800424038805,0.934383361120463,False,False
366,0.0016712665,0.00168241,0.7810515356243113,0.9830986973666398,False,False
367,0.0016565372,0.001618956,0.47291659018492394,0.9830986973666398,False,False
368,0.0016110115,0.0015647013,0.36070049042348934,0.9610244823288306,False,False
369,0.0016696468,0.0017208733,0.2612022100764933,0.934383361120463,False,False
370,0.0016370766,0.0017129438,0.13831530890636853,0.934383361120463,False,False
371,0.0016733271,0.0017063953,0.49604575294416076,0.9830986973666398,False,False
